"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2010";"Geschlecht - Total Vollschulisch 2010";"Geschlecht - Total Dual 2010";"Mann Ausbildungsform - Total 2010";"Mann Vollschulisch 2010";"Mann Dual 2010";"Frau Ausbildungsform - Total 2010";"Frau Vollschulisch 2010";"Frau Dual 2010"
"Audiovisuelle Techniken und Medienproduktion";"Solothurn";"EFZ";22;0;22;10;0;10;12;0;12
"Audiovisuelle Techniken und Medienproduktion";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Basel-Stadt";"Ausbildungstyp - Total";23;0;23;8;0;8;15;0;15
"Audiovisuelle Techniken und Medienproduktion";"Basel-Stadt";"EFZ";23;0;23;8;0;8;15;0;15
"Audiovisuelle Techniken und Medienproduktion";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Basel-Landschaft";"Ausbildungstyp - Total";17;0;17;10;0;10;7;0;7
"Audiovisuelle Techniken und Medienproduktion";"Basel-Landschaft";"EFZ";17;0;17;10;0;10;7;0;7
"Audiovisuelle Techniken und Medienproduktion";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Schaffhausen";"Ausbildungstyp - Total";18;0;18;12;0;12;6;0;6
"Audiovisuelle Techniken und Medienproduktion";"Schaffhausen";"EFZ";18;0;18;12;0;12;6;0;6
"Audiovisuelle Techniken und Medienproduktion";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";7;0;7;4;0;4;3;0;3
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Ausserrhoden";"EFZ";7;0;7;4;0;4;3;0;3
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;1;0;1;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Innerrhoden";"EFZ";1;0;1;1;0;1;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"St. Gallen";"Ausbildungstyp - Total";114;13;101;60;3;57;54;10;44
"Audiovisuelle Techniken und Medienproduktion";"St. Gallen";"EFZ";114;13;101;60;3;57;54;10;44
"Audiovisuelle Techniken und Medienproduktion";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";31;0;31;13;0;13;18;0;18
"Audiovisuelle Techniken und Medienproduktion";"Graubünden / Grigioni / Grischun";"EFZ";31;0;31;13;0;13;18;0;18
"Audiovisuelle Techniken und Medienproduktion";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Aargau";"Ausbildungstyp - Total";82;0;82;37;0;37;45;0;45
"Audiovisuelle Techniken und Medienproduktion";"Aargau";"EFZ";82;0;82;37;0;37;45;0;45
"Audiovisuelle Techniken und Medienproduktion";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Thurgau";"Ausbildungstyp - Total";53;0;53;31;0;31;22;0;22
"Audiovisuelle Techniken und Medienproduktion";"Thurgau";"EFZ";53;0;53;31;0;31;22;0;22
"Audiovisuelle Techniken und Medienproduktion";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Ticino";"Ausbildungstyp - Total";52;19;33;27;7;20;25;12;13
"Audiovisuelle Techniken und Medienproduktion";"Ticino";"EFZ";52;19;33;27;7;20;25;12;13
"Audiovisuelle Techniken und Medienproduktion";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Vaud";"Ausbildungstyp - Total";271;155;116;156;91;65;115;64;51
"Audiovisuelle Techniken und Medienproduktion";"Vaud";"EFZ";271;155;116;156;91;65;115;64;51
"Audiovisuelle Techniken und Medienproduktion";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Valais / Wallis";"Ausbildungstyp - Total";72;34;38;43;16;27;29;18;11
"Audiovisuelle Techniken und Medienproduktion";"Valais / Wallis";"EFZ";72;34;38;43;16;27;29;18;11
"Audiovisuelle Techniken und Medienproduktion";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Neuchâtel";"Ausbildungstyp - Total";62;54;8;34;31;3;28;23;5
"Audiovisuelle Techniken und Medienproduktion";"Neuchâtel";"EFZ";62;54;8;34;31;3;28;23;5
"Audiovisuelle Techniken und Medienproduktion";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Genève";"Ausbildungstyp - Total";94;77;17;38;31;7;56;46;10
"Audiovisuelle Techniken und Medienproduktion";"Genève";"EFZ";94;77;17;38;31;7;56;46;10
"Audiovisuelle Techniken und Medienproduktion";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Jura";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Audiovisuelle Techniken und Medienproduktion";"Jura";"EFZ";2;0;2;0;0;0;2;0;2
"Audiovisuelle Techniken und Medienproduktion";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Audiovisuelle Techniken und Medienproduktion";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Schweiz";"Ausbildungstyp - Total";402;53;349;123;11;112;279;42;237
"Design";"Schweiz";"EFZ";402;53;349;123;11;112;279;42;237
"Design";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Zürich";"Ausbildungstyp - Total";54;0;54;14;0;14;40;0;40
"Design";"Zürich";"EFZ";54;0;54;14;0;14;40;0;40
"Design";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Bern / Berne";"Ausbildungstyp - Total";37;0;37;8;0;8;29;0;29
"Design";"Bern / Berne";"EFZ";37;0;37;8;0;8;29;0;29
"Design";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Luzern";"Ausbildungstyp - Total";13;0;13;2;0;2;11;0;11
"Design";"Luzern";"EFZ";13;0;13;2;0;2;11;0;11
"Design";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Uri";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Design";"Uri";"EFZ";0;0;0;0;0;0;0;0;0
"Design";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Schwyz";"Ausbildungstyp - Total";5;0;5;3;0;3;2;0;2
"Design";"Schwyz";"EFZ";5;0;5;3;0;3;2;0;2
"Design";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Obwalden";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Design";"Obwalden";"EFZ";2;0;2;0;0;0;2;0;2
"Design";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Nidwalden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Design";"Nidwalden";"EFZ";1;0;1;0;0;0;1;0;1
"Design";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Glarus";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Design";"Glarus";"EFZ";0;0;0;0;0;0;0;0;0
"Design";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Zug";"Ausbildungstyp - Total";5;0;5;2;0;2;3;0;3
"Design";"Zug";"EFZ";5;0;5;2;0;2;3;0;3
"Design";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Fribourg / Freiburg";"Ausbildungstyp - Total";16;0;16;5;0;5;11;0;11
"Design";"Fribourg / Freiburg";"EFZ";16;0;16;5;0;5;11;0;11
"Design";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Solothurn";"Ausbildungstyp - Total";5;0;5;1;0;1;4;0;4
"Design";"Solothurn";"EFZ";5;0;5;1;0;1;4;0;4
"Design";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Basel-Stadt";"Ausbildungstyp - Total";15;0;15;5;0;5;10;0;10
"Design";"Basel-Stadt";"EFZ";15;0;15;5;0;5;10;0;10
"Design";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Basel-Landschaft";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Design";"Basel-Landschaft";"EFZ";8;0;8;1;0;1;7;0;7
"Design";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Schaffhausen";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Design";"Schaffhausen";"EFZ";2;0;2;0;0;0;2;0;2
"Design";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Ausserrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Design";"Appenzell Innerrhoden";"EFZ";1;0;1;0;0;0;1;0;1
"Design";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"St. Gallen";"Ausbildungstyp - Total";31;0;31;10;0;10;21;0;21
"Design";"St. Gallen";"EFZ";31;0;31;10;0;10;21;0;21
"Design";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Design";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";11;0;11;3;0;3;8;0;8
"Design";"Graubünden / Grigioni / Grischun";"EFZ";11;0;11;3;0;3;8;0;8
"Design";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Aargau";"Ausbildungstyp - Total";27;0;27;7;0;7;20;0;20
"Design";"Aargau";"EFZ";27;0;27;7;0;7;20;0;20
"Design";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Thurgau";"Ausbildungstyp - Total";8;0;8;4;0;4;4;0;4
"Design";"Thurgau";"EFZ";8;0;8;4;0;4;4;0;4
"Design";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Ticino";"Ausbildungstyp - Total";35;21;14;9;5;4;26;16;10
"Design";"Ticino";"EFZ";35;21;14;9;5;4;26;16;10
"Design";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Vaud";"Ausbildungstyp - Total";84;32;52;30;6;24;54;26;28
"Design";"Vaud";"EFZ";84;32;52;30;6;24;54;26;28
"Design";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Valais / Wallis";"Ausbildungstyp - Total";14;0;14;6;0;6;8;0;8
"Design";"Valais / Wallis";"EFZ";14;0;14;6;0;6;8;0;8
"Design";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Neuchâtel";"Ausbildungstyp - Total";8;0;8;5;0;5;3;0;3
"Design";"Neuchâtel";"EFZ";8;0;8;5;0;5;3;0;3
"Design";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Genève";"Ausbildungstyp - Total";20;0;20;8;0;8;12;0;12
"Design";"Genève";"EFZ";20;0;20;8;0;8;12;0;12
"Design";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Design";"Jura";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Design";"Jura";"EFZ";0;0;0;0;0;0;0;0;0
"Design";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Design";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Schweiz";"Ausbildungstyp - Total";544;62;482;75;8;67;469;54;415
"Kunstgewerbe";"Schweiz";"EFZ";526;62;464;75;8;67;451;54;397
"Kunstgewerbe";"Schweiz";"EBA";18;0;18;0;0;0;18;0;18
"Kunstgewerbe";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Zürich";"Ausbildungstyp - Total";97;0;97;13;0;13;84;0;84
"Kunstgewerbe";"Zürich";"EFZ";92;0;92;13;0;13;79;0;79
"Kunstgewerbe";"Zürich";"EBA";5;0;5;0;0;0;5;0;5
"Kunstgewerbe";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Bern / Berne";"Ausbildungstyp - Total";90;13;77;7;0;7;83;13;70
"Kunstgewerbe";"Bern / Berne";"EFZ";89;13;76;7;0;7;82;13;69
"Kunstgewerbe";"Bern / Berne";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Luzern";"Ausbildungstyp - Total";31;0;31;3;0;3;28;0;28
"Kunstgewerbe";"Luzern";"EFZ";29;0;29;3;0;3;26;0;26
"Kunstgewerbe";"Luzern";"EBA";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Uri";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"Uri";"EFZ";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Schwyz";"Ausbildungstyp - Total";12;0;12;1;0;1;11;0;11
"Kunstgewerbe";"Schwyz";"EFZ";12;0;12;1;0;1;11;0;11
"Kunstgewerbe";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Obwalden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Obwalden";"EFZ";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Nidwalden";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"Nidwalden";"EFZ";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Nidwalden";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Glarus";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Kunstgewerbe";"Glarus";"EFZ";8;0;8;1;0;1;7;0;7
"Kunstgewerbe";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Zug";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Zug";"EFZ";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Fribourg / Freiburg";"Ausbildungstyp - Total";11;0;11;2;0;2;9;0;9
"Kunstgewerbe";"Fribourg / Freiburg";"EFZ";11;0;11;2;0;2;9;0;9
"Kunstgewerbe";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Solothurn";"Ausbildungstyp - Total";15;0;15;3;0;3;12;0;12
"Kunstgewerbe";"Solothurn";"EFZ";13;0;13;3;0;3;10;0;10
"Kunstgewerbe";"Solothurn";"EBA";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Basel-Stadt";"Ausbildungstyp - Total";9;0;9;3;0;3;6;0;6
"Kunstgewerbe";"Basel-Stadt";"EFZ";9;0;9;3;0;3;6;0;6
"Kunstgewerbe";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Basel-Landschaft";"Ausbildungstyp - Total";10;0;10;2;0;2;8;0;8
"Kunstgewerbe";"Basel-Landschaft";"EFZ";9;0;9;2;0;2;7;0;7
"Kunstgewerbe";"Basel-Landschaft";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Schaffhausen";"Ausbildungstyp - Total";6;0;6;1;0;1;5;0;5
"Kunstgewerbe";"Schaffhausen";"EFZ";5;0;5;1;0;1;4;0;4
"Kunstgewerbe";"Schaffhausen";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";4;0;4;0;0;0;4;0;4
"Kunstgewerbe";"Appenzell Ausserrhoden";"EFZ";4;0;4;0;0;0;4;0;4
"Kunstgewerbe";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Appenzell Innerrhoden";"EFZ";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"St. Gallen";"Ausbildungstyp - Total";42;0;42;6;0;6;36;0;36
"Kunstgewerbe";"St. Gallen";"EFZ";40;0;40;6;0;6;34;0;34
"Kunstgewerbe";"St. Gallen";"EBA";2;0;2;0;0;0;2;0;2
"Kunstgewerbe";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";5;0;5;0;0;0;5;0;5
"Kunstgewerbe";"Graubünden / Grigioni / Grischun";"EFZ";5;0;5;0;0;0;5;0;5
"Kunstgewerbe";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Aargau";"Ausbildungstyp - Total";40;0;40;3;0;3;37;0;37
"Kunstgewerbe";"Aargau";"EFZ";39;0;39;3;0;3;36;0;36
"Kunstgewerbe";"Aargau";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Thurgau";"Ausbildungstyp - Total";14;0;14;1;0;1;13;0;13
"Kunstgewerbe";"Thurgau";"EFZ";13;0;13;1;0;1;12;0;12
"Kunstgewerbe";"Thurgau";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Ticino";"Ausbildungstyp - Total";8;0;8;2;0;2;6;0;6
"Kunstgewerbe";"Ticino";"EFZ";8;0;8;2;0;2;6;0;6
"Kunstgewerbe";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Vaud";"Ausbildungstyp - Total";61;8;53;17;2;15;44;6;38
"Kunstgewerbe";"Vaud";"EFZ";60;8;52;17;2;15;43;6;37
"Kunstgewerbe";"Vaud";"EBA";1;0;1;0;0;0;1;0;1
"Kunstgewerbe";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Valais / Wallis";"Ausbildungstyp - Total";11;0;11;0;0;0;11;0;11
"Kunstgewerbe";"Valais / Wallis";"EFZ";11;0;11;0;0;0;11;0;11
"Kunstgewerbe";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Neuchâtel";"Ausbildungstyp - Total";14;8;6;1;0;1;13;8;5
"Kunstgewerbe";"Neuchâtel";"EFZ";14;8;6;1;0;1;13;8;5
"Kunstgewerbe";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Genève";"Ausbildungstyp - Total";44;33;11;9;6;3;35;27;8
"Kunstgewerbe";"Genève";"EFZ";44;33;11;9;6;3;35;27;8
"Kunstgewerbe";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Jura";"Ausbildungstyp - Total";5;0;5;0;0;0;5;0;5
"Kunstgewerbe";"Jura";"EFZ";5;0;5;0;0;0;5;0;5
"Kunstgewerbe";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Kunstgewerbe";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Schweiz";"Ausbildungstyp - Total";98;0;98;25;0;25;73;0;73
"Bibliothek, Informationswesen, Archiv";"Schweiz";"EFZ";98;0;98;25;0;25;73;0;73
"Bibliothek, Informationswesen, Archiv";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Zürich";"Ausbildungstyp - Total";9;0;9;3;0;3;6;0;6
"Bibliothek, Informationswesen, Archiv";"Zürich";"EFZ";9;0;9;3;0;3;6;0;6
"Bibliothek, Informationswesen, Archiv";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Bern / Berne";"Ausbildungstyp - Total";11;0;11;1;0;1;10;0;10
"Bibliothek, Informationswesen, Archiv";"Bern / Berne";"EFZ";11;0;11;1;0;1;10;0;10
"Bibliothek, Informationswesen, Archiv";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Bibliothek, Informationswesen, Archiv";"Luzern";"Ausbildungstyp - Total";3;0;3;1;0;1;2;0;2
"Bibliothek, Informationswesen, Archiv";"Luzern";"EFZ";3;0;3;1;0;1;2;0;2
"Bibliothek, Informationswesen, Archiv";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
